step,max_du
8365,1.87906e-05
8366,1.88656e-05
8367,1.89357e-05
8368,1.90104e-05
8369,1.90803e-05
8370,1.91531e-05
8371,1.92211e-05
8372,1.92919e-05
8373,1.93579e-05
8374,1.94267e-05
8375,1.9491e-05
8376,1.95609e-05
8377,1.96246e-05
8378,1.96924e-05
8379,1.97589e-05
8380,1.98225e-05
8381,1.98901e-05
8382,1.9954e-05
8383,2.00212e-05
8384,2.00836e-05
8385,2.01484e-05
8386,2.02083e-05
8387,2.02705e-05
8388,2.03279e-05
8389,2.03889e-05
8390,2.04454e-05
8391,2.05059e-05
8392,2.05597e-05
8393,2.06173e-05
8394,2.06681e-05
8395,2.07226e-05
8396,2.07722e-05
8397,2.08243e-05
8398,2.08781e-05
8399,2.09267e-05
8400,2.09769e-05
8401,2.10219e-05
8402,2.10685e-05
8403,2.11097e-05
8404,2.11528e-05
8405,2.11913e-05
8406,2.12332e-05
8407,2.12675e-05
8408,2.13051e-05
8409,2.13351e-05
8410,2.13684e-05
8411,2.13939e-05
8412,2.14226e-05
8413,2.14436e-05
8414,2.14677e-05
8415,2.1484e-05
8416,2.15032e-05
8417,2.15147e-05
8418,2.15291e-05
8419,2.15357e-05
8420,2.15451e-05
8421,2.15466e-05
8422,2.1551e-05
8423,2.15474e-05
8424,2.15466e-05
8425,2.15378e-05
8426,2.15318e-05
8427,2.15178e-05
8428,2.15065e-05
8429,2.14873e-05
8430,2.14707e-05
8431,2.14461e-05
8432,2.14241e-05
8433,2.13942e-05
8434,2.13669e-05
8435,2.13317e-05
8436,2.12991e-05
8437,2.12585e-05
8438,2.12206e-05
8439,2.11747e-05
8440,2.11316e-05
8441,2.10819e-05
8442,2.10321e-05
8443,2.09824e-05
8444,2.09262e-05
8445,2.0873e-05
8446,2.08118e-05
8447,2.07538e-05
8448,2.06878e-05
8449,2.06254e-05
8450,2.05574e-05
8451,2.04908e-05
8452,2.04183e-05
8453,2.03473e-05
8454,2.02705e-05
8455,2.01952e-05
8456,2.01141e-05
8457,2.00346e-05
8458,1.99494e-05
8459,1.98659e-05
8460,1.97769e-05
8461,1.96913e-05
8462,1.96032e-05
8463,1.95129e-05
8464,1.94263e-05
8465,1.93325e-05
8466,1.92425e-05
8467,1.91454e-05
8468,1.90521e-05
8469,1.89536e-05
8470,1.88587e-05
8471,1.87587e-05
8472,1.86609e-05
8473,1.85581e-05
8474,1.84577e-05
8475,1.83524e-05
8476,1.82496e-05
8477,1.8142e-05
8478,1.80379e-05
8479,1.79295e-05
8480,1.78251e-05
8481,1.77147e-05
8482,1.76085e-05
8483,1.74965e-05
8484,1.73888e-05
8485,1.72754e-05
8486,1.71663e-05
8487,1.7052e-05
8488,1.69418e-05
8489,1.68322e-05
8490,1.67196e-05
8491,1.66102e-05
8492,1.64967e-05
8493,1.63866e-05
8494,1.62725e-05
8495,1.6162e-05
8496,1.60476e-05
8497,1.59368e-05
8498,1.58224e-05
8499,1.57118e-05
8500,1.55976e-05
8501,1.54874e-05
8502,1.53738e-05
8503,1.52642e-05
8504,1.51515e-05
8505,1.50429e-05
8506,1.49313e-05
8507,1.4824e-05
8508,1.47138e-05
8509,1.4608e-05
8510,1.44995e-05
8511,1.43955e-05
8512,1.4289e-05
8513,1.42514e-05
8514,1.4263e-05
8515,1.42865e-05
8516,1.42936e-05
8517,1.43125e-05
8518,1.43187e-05
8519,1.43287e-05
8520,1.43347e-05
8521,1.43347e-05
8522,1.43405e-05
8523,1.43332e-05
8524,1.43356e-05
8525,1.43229e-05
8526,1.43198e-05
8527,1.43015e-05
8528,1.42927e-05
8529,1.42687e-05
8530,1.42543e-05
8531,1.42263e-05
8532,1.42047e-05
8533,1.41766e-05
8534,1.41493e-05
8535,1.41155e-05
8536,1.40825e-05
8537,1.40431e-05
8538,1.40045e-05
8539,1.39595e-05
8540,1.39154e-05
8541,1.3865e-05
8542,1.38156e-05
8543,1.37631e-05
8544,1.37085e-05
8545,1.36537e-05
8546,1.35941e-05
8547,1.35345e-05
8548,1.34703e-05
8549,1.34062e-05
8550,1.33376e-05
8551,1.32694e-05
8552,1.31967e-05
8553,1.31246e-05
8554,1.30483e-05
8555,1.2973e-05
8556,1.28984e-05
8557,1.29279e-05
8558,1.29825e-05
8559,1.30326e-05
8560,1.30889e-05
8561,1.31445e-05
8562,1.31943e-05
8563,1.32539e-05
8564,1.33084e-05
8565,1.33604e-05
8566,1.34195e-05
8567,1.34703e-05
8568,1.35273e-05
8569,1.35818e-05
8570,1.36312e-05
8571,1.36895e-05
8572,1.3736e-05
8573,1.37929e-05
8574,1.38426e-05
8575,1.38917e-05
8576,1.39444e-05
8577,1.39856e-05
8578,1.40411e-05
8579,1.40814e-05
8580,1.41323e-05
8581,1.41745e-05
8582,1.42179e-05
8583,1.42616e-05
8584,1.42975e-05
8585,1.43424e-05
8586,1.43708e-05
8587,1.44167e-05
8588,1.44405e-05
8589,1.44841e-05
8590,1.45081e-05
8591,1.45444e-05
8592,1.45682e-05
8593,1.45973e-05
8594,1.46207e-05
8595,1.46426e-05
8596,1.46653e-05
8597,1.46801e-05
8598,1.47018e-05
8599,1.47097e-05
8600,1.473e-05
8601,1.47311e-05
8602,1.47498e-05
8603,1.47441e-05
8604,1.47611e-05
8605,1.47533e-05
8606,1.47637e-05
8607,1.47543e-05
8608,1.47581e-05
8609,1.47464e-05
8610,1.47439e-05
8611,1.47296e-05
8612,1.4721e-05
8613,1.47039e-05
8614,1.46894e-05
8615,1.46694e-05
8616,1.46493e-05
8617,1.46263e-05
8618,1.46007e-05
8619,1.45747e-05
8620,1.45438e-05
8621,1.45147e-05
8622,1.44788e-05
8623,1.44468e-05
8624,1.44059e-05
8625,1.4371e-05
8626,1.43255e-05
8627,1.42878e-05
8628,1.42379e-05
8629,1.41976e-05
8630,1.41435e-05
8631,1.41007e-05
8632,1.40426e-05
8633,1.39976e-05
8634,1.39358e-05
8635,1.38888e-05
8636,1.38234e-05
8637,1.37747e-05
8638,1.3706e-05
8639,1.3656e-05
8640,1.35842e-05
8641,1.35332e-05
8642,1.34588e-05
8643,1.34068e-05
8644,1.33326e-05
8645,1.32776e-05
8646,1.32038e-05
8647,1.31461e-05
8648,1.30731e-05
8649,1.3013e-05
8650,1.29416e-05
8651,1.2879e-05
8652,1.28096e-05
8653,1.27446e-05
8654,1.26778e-05
8655,1.26105e-05
8656,1.25467e-05
8657,1.24775e-05
8658,1.24609e-05
8659,1.24513e-05
8660,1.24361e-05
8661,1.24249e-05
8662,1.24069e-05
8663,1.2393e-05
8664,1.23722e-05
8665,1.23554e-05
8666,1.23317e-05
8667,1.23121e-05
8668,1.22856e-05
8669,1.22631e-05
8670,1.22347e-05
8671,1.22096e-05
8672,1.2179e-05
8673,1.2151e-05
8674,1.21175e-05
8675,1.20865e-05
8676,1.20501e-05
8677,1.20163e-05
8678,1.1977e-05
8679,1.19404e-05
8680,1.19008e-05
8681,1.18591e-05
8682,1.18205e-05
8683,1.1776e-05
8684,1.17347e-05
8685,1.17728e-05
8686,1.18325e-05
8687,1.18873e-05
8688,1.19476e-05
8689,1.20005e-05
8690,1.20611e-05
8691,1.2112e-05
8692,1.21728e-05
8693,1.22233e-05
8694,1.22827e-05
8695,1.23328e-05
8696,1.23921e-05
8697,1.244e-05
8698,1.2499e-05
8699,1.25446e-05
8700,1.26033e-05
8701,1.26466e-05
8702,1.27063e-05
8703,1.27456e-05
8704,1.28062e-05
8705,1.28429e-05
8706,1.29027e-05
8707,1.29369e-05
8708,1.29956e-05
8709,1.30275e-05
8710,1.30848e-05
8711,1.31147e-05
8712,1.31701e-05
8713,1.31986e-05
8714,1.32514e-05
8715,1.32784e-05
8716,1.33286e-05
8717,1.3354e-05
8718,1.34019e-05
8719,1.34253e-05
8720,1.3471e-05
8721,1.34922e-05
8722,1.35356e-05
8723,1.35547e-05
8724,1.35957e-05
8725,1.36128e-05
8726,1.36514e-05
8727,1.36666e-05
8728,1.37027e-05
8729,1.3716e-05
8730,1.37499e-05
8731,1.37613e-05
8732,1.37933e-05
8733,1.38023e-05
8734,1.38329e-05
8735,1.38396e-05
8736,1.38686e-05
8737,1.38742e-05
8738,1.39008e-05
8739,1.39053e-05
8740,1.39295e-05
8741,1.39337e-05
8742,1.39551e-05
8743,1.39603e-05
8744,1.39782e-05
8745,1.39842e-05
8746,1.4e-05
8747,1.40055e-05
8748,1.40203e-05
8749,1.40244e-05
8750,1.40399e-05
8751,1.40437e-05
8752,1.40577e-05
8753,1.40618e-05
8754,1.40738e-05
8755,1.40803e-05
8756,1.409e-05
8757,1.40974e-05
8758,1.4106e-05
8759,1.41132e-05
8760,1.41235e-05
8761,1.41297e-05
8762,1.41401e-05
8763,1.4146e-05
8764,1.41558e-05
8765,1.41637e-05
8766,1.41716e-05
8767,1.41808e-05
8768,1.41884e-05
8769,1.4197e-05
8770,1.4205e-05
8771,1.42122e-05
8772,1.42224e-05
8773,1.42281e-05
8774,1.42389e-05
8775,1.42436e-05
8776,1.42543e-05
8777,1.4258e-05
8778,1.42687e-05
8779,1.42725e-05
8780,1.4282e-05
8781,1.42859e-05
8782,1.42954e-05
8783,1.42978e-05
8784,1.43073e-05
8785,1.4308e-05
8786,1.43175e-05
8787,1.43166e-05
8788,1.4326e-05
8789,1.43232e-05
8790,1.43325e-05
8791,1.43278e-05
8792,1.43369e-05
8793,1.43303e-05
8794,1.43391e-05
8795,1.43306e-05
8796,1.43389e-05
8797,1.43284e-05
8798,1.43362e-05
8799,1.43236e-05
8800,1.43306e-05
8801,1.4316e-05
8802,1.43222e-05
8803,1.43056e-05
8804,1.43107e-05
8805,1.42922e-05
8806,1.4296e-05
8807,1.42756e-05
8808,1.42779e-05
8809,1.42558e-05
8810,1.42564e-05
8811,1.42325e-05
8812,1.42311e-05
8813,1.42057e-05
8814,1.42022e-05
8815,1.41753e-05
8816,1.41693e-05
8817,1.41412e-05
8818,1.4133e-05
8819,1.41033e-05
8820,1.4093e-05
8821,1.40617e-05
8822,1.40488e-05
8823,1.40164e-05
8824,1.40006e-05
8825,1.39676e-05
8826,1.39482e-05
8827,1.3933e-05
8828,1.39266e-05
8829,1.39424e-05
8830,1.39435e-05
8831,1.39534e-05
8832,1.39618e-05
8833,1.39636e-05
8834,1.39797e-05
8835,1.39777e-05
8836,1.40006e-05
8837,1.40056e-05
8838,1.40213e-05
8839,1.40335e-05
8840,1.40435e-05
8841,1.40623e-05
8842,1.40638e-05
8843,1.40892e-05
8844,1.40965e-05
8845,1.41139e-05
8846,1.4127e-05
8847,1.41386e-05
8848,1.41559e-05
8849,1.41609e-05
8850,1.41832e-05
8851,1.41873e-05
8852,1.42071e-05
8853,1.42151e-05
8854,1.42271e-05
8855,1.4239e-05
8856,1.42432e-05
8857,1.42585e-05
8858,1.42566e-05
8859,1.42735e-05
8860,1.42728e-05
8861,1.42837e-05
8862,1.42854e-05
8863,1.42896e-05
8864,1.42928e-05
8865,1.42907e-05
8866,1.42947e-05
8867,1.42864e-05
8868,1.42911e-05
8869,1.42788e-05
8870,1.42819e-05
8871,1.42707e-05
8872,1.4267e-05
8873,1.42567e-05
8874,1.42467e-05
8875,1.42369e-05
8876,1.42212e-05
8877,1.42113e-05
8878,1.41901e-05
8879,1.418e-05
8880,1.41535e-05
8881,1.41431e-05
8882,1.41159e-05
8883,1.41007e-05
8884,1.40738e-05
8885,1.40532e-05
8886,1.40265e-05
8887,1.4001e-05
8888,1.39742e-05
8889,1.39448e-05
8890,1.39172e-05
8891,1.38843e-05
8892,1.38558e-05
8893,1.38199e-05
8894,1.37907e-05
8895,1.37518e-05
8896,1.3723e-05
8897,1.36806e-05
8898,1.36521e-05
8899,1.36093e-05
8900,1.35785e-05
8901,1.35365e-05
8902,1.35024e-05
8903,1.34613e-05
8904,1.34244e-05
8905,1.33842e-05
8906,1.3345e-05
8907,1.33055e-05
8908,1.32644e-05
8909,1.32259e-05
8910,1.31849e-05
8911,1.31471e-05
8912,1.31055e-05
8913,1.30689e-05
8914,1.30262e-05
8915,1.29909e-05
8916,1.29476e-05
8917,1.29134e-05
8918,1.2871e-05
8919,1.28378e-05
8920,1.27963e-05
8921,1.27649e-05
8922,1.27252e-05
8923,1.26934e-05
8924,1.26555e-05
8925,1.26237e-05
8926,1.25873e-05
8927,1.25559e-05
8928,1.2521e-05
8929,1.24903e-05
8930,1.24568e-05
8931,1.2427e-05
8932,1.23946e-05
8933,1.23673e-05
8934,1.23349e-05
8935,1.23111e-05
8936,1.22801e-05
8937,1.22572e-05
8938,1.22281e-05
8939,1.22058e-05
8940,1.21786e-05
8941,1.21569e-05
8942,1.21316e-05
8943,1.21102e-05
8944,1.20869e-05
8945,1.20658e-05
8946,1.20448e-05
8947,1.20234e-05
8948,1.20059e-05
8949,1.20569e-05
8950,1.21621e-05
8951,1.22625e-05
8952,1.23649e-05
8953,1.24623e-05
8954,1.25616e-05
8955,1.26559e-05
8956,1.2752e-05
8957,1.2843e-05
8958,1.29382e-05
8959,1.30277e-05
8960,1.31175e-05
8961,1.32067e-05
8962,1.32905e-05
8963,1.33783e-05
8964,1.34583e-05
8965,1.35422e-05
8966,1.36183e-05
8967,1.36982e-05
8968,1.37703e-05
8969,1.38463e-05
8970,1.39143e-05
8971,1.39862e-05
8972,1.40502e-05
8973,1.4118e-05
8974,1.41778e-05
8975,1.42415e-05
8976,1.42972e-05
8977,1.43567e-05
8978,1.44083e-05
8979,1.44637e-05
8980,1.4513e-05
8981,1.45625e-05
8982,1.46095e-05
8983,1.46532e-05
8984,1.46977e-05
8985,1.47358e-05
8986,1.47776e-05
8987,1.48116e-05
8988,1.48494e-05
8989,1.48794e-05
8990,1.49132e-05
8991,1.49393e-05
8992,1.49691e-05
8993,1.49914e-05
8994,1.50175e-05
8995,1.5036e-05
8996,1.50583e-05
8997,1.50732e-05
8998,1.5092e-05
8999,1.51034e-05
9000,1.51186e-05
9001,1.51266e-05
9002,1.51386e-05
9003,1.51443e-05
9004,1.5152e-05
9005,1.51566e-05
9006,1.51593e-05
9007,1.51631e-05
9008,1.51615e-05
9009,1.51643e-05
9010,1.51601e-05
9011,1.51604e-05
9012,1.51538e-05
9013,1.51517e-05
9014,1.51428e-05
9015,1.51385e-05
9016,1.51274e-05
9017,1.51211e-05
9018,1.5113e-05
9019,1.51045e-05
9020,1.50982e-05
9021,1.50881e-05
9022,1.50803e-05
9023,1.5073e-05
9024,1.50639e-05
9025,1.50577e-05
9026,1.50475e-05
9027,1.50403e-05
9028,1.50359e-05
9029,1.50289e-05
9030,1.50268e-05
9031,1.50191e-05
9032,1.50163e-05
9033,1.50106e-05
9034,1.50085e-05
9035,1.50097e-05
9036,1.50072e-05
9037,1.50079e-05
9038,1.50049e-05
9039,1.50052e-05
9040,1.50098e-05
9041,1.50109e-05
9042,1.50168e-05
9043,1.50175e-05
9044,1.50231e-05
9045,1.50234e-05
9046,1.50285e-05
9047,1.50342e-05
9048,1.50393e-05
9049,1.50481e-05
9050,1.50529e-05
9051,1.50611e-05
9052,1.50654e-05
9053,1.50732e-05
9054,1.5077e-05
9055,1.50843e-05
9056,1.50896e-05
9057,1.50956e-05
9058,1.51054e-05
9059,1.51109e-05
9060,1.51212e-05
9061,1.51265e-05
9062,1.51365e-05
9063,1.51412e-05
9064,1.51506e-05
9065,1.51548e-05
9066,1.51636e-05
9067,1.51671e-05
9068,1.51753e-05
9069,1.51783e-05
9070,1.5186e-05
9071,1.51906e-05
9072,1.51955e-05
9073,1.52044e-05
9074,1.52082e-05
9075,1.5217e-05
9076,1.52203e-05
9077,1.52285e-05
9078,1.52312e-05
9079,1.52389e-05
9080,1.52411e-05
9081,1.52484e-05
9082,1.52509e-05
9083,1.52575e-05
9084,1.52599e-05
9085,1.52661e-05
9086,1.5268e-05
9087,1.52738e-05
9088,1.52754e-05
9089,1.52807e-05
9090,1.5282e-05
9091,1.5287e-05
9092,1.5288e-05
9093,1.52927e-05
9094,1.52934e-05
9095,1.52979e-05
9096,1.53015e-05
9097,1.53033e-05
9098,1.53094e-05
9099,1.5311e-05
9100,1.53168e-05
9101,1.53182e-05
9102,1.53238e-05
9103,1.53251e-05
9104,1.53306e-05
9105,1.53318e-05
9106,1.53373e-05
9107,1.53384e-05
9108,1.53437e-05
9109,1.53448e-05
9110,1.53502e-05
9111,1.53513e-05
9112,1.53567e-05
9113,1.53578e-05
9114,1.53632e-05
9115,1.53644e-05
9116,1.53698e-05
9117,1.53711e-05
9118,1.53766e-05
9119,1.5378e-05
9120,1.53836e-05
9121,1.53851e-05
9122,1.53908e-05
9123,1.53924e-05
9124,1.53983e-05
9125,1.54e-05
9126,1.5406e-05
9127,1.54078e-05
9128,1.54139e-05
9129,1.54159e-05
9130,1.54221e-05
9131,1.54242e-05
9132,1.54305e-05
9133,1.54327e-05
9134,1.54391e-05
9135,1.54414e-05
9136,1.54479e-05
9137,1.54503e-05
9138,1.54569e-05
9139,1.54594e-05
9140,1.5466e-05
9141,1.54686e-05
9142,1.54753e-05
9143,1.54779e-05
9144,1.54846e-05
9145,1.54872e-05
9146,1.54939e-05
9147,1.54965e-05
9148,1.55032e-05
9149,1.55058e-05
9150,1.55124e-05
9151,1.5515e-05
9152,1.55216e-05
9153,1.5524e-05
9154,1.55306e-05
9155,1.5533e-05
9156,1.55394e-05
9157,1.55417e-05
9158,1.5548e-05
9159,1.55502e-05
9160,1.55564e-05
9161,1.55584e-05
9162,1.55645e-05
9163,1.55664e-05
9164,1.55723e-05
9165,1.5574e-05
9166,1.55802e-05
9167,1.55814e-05
9168,1.55877e-05
9169,1.55888e-05
9170,1.55949e-05
9171,1.55957e-05
9172,1.56016e-05
9173,1.56022e-05
9174,1.56079e-05
9175,1.56083e-05
9176,1.56137e-05
9177,1.56139e-05
9178,1.56191e-05
9179,1.56191e-05
9180,1.5624e-05
9181,1.56238e-05
9182,1.56285e-05
9183,1.5628e-05
9184,1.56325e-05
9185,1.56544e-05
9186,1.56851e-05
9187,1.57155e-05
9188,1.57449e-05
9189,1.5774e-05
9190,1.5802e-05
9191,1.58296e-05
9192,1.58561e-05
9193,1.58821e-05
9194,1.59069e-05
9195,1.59311e-05
9196,1.59552e-05
9197,1.59785e-05
9198,1.60022e-05
9199,1.60236e-05
9200,1.60452e-05
9201,1.60644e-05
9202,1.60838e-05
9203,1.61007e-05
9204,1.61178e-05
9205,1.61331e-05
9206,1.61468e-05
9207,1.6163e-05
9208,1.61719e-05
9209,1.61877e-05
9210,1.61951e-05
9211,1.62068e-05
9212,1.62149e-05
9213,1.62202e-05
9214,1.62289e-05
9215,1.62291e-05
9216,1.62369e-05
9217,1.62339e-05
9218,1.62386e-05
9219,1.62324e-05
9220,1.62339e-05
9221,1.62244e-05
9222,1.62226e-05
9223,1.62098e-05
9224,1.62047e-05
9225,1.61886e-05
9226,1.618e-05
9227,1.61613e-05
9228,1.61486e-05
9229,1.6129e-05
9230,1.61104e-05
9231,1.60897e-05
9232,1.60655e-05
9233,1.60436e-05
9234,1.6014e-05
9235,1.59905e-05
9236,1.59563e-05
9237,1.59308e-05
9238,1.58932e-05
9239,1.58644e-05
9240,1.58236e-05
9241,1.57916e-05
9242,1.57477e-05
9243,1.57126e-05
9244,1.56657e-05
9245,1.56277e-05
9246,1.55779e-05
9247,1.55371e-05
9248,1.54846e-05
9249,1.54412e-05
9250,1.53861e-05
9251,1.53644e-05
9252,1.53485e-05
9253,1.53369e-05
9254,1.5321e-05
9255,1.5308e-05
9256,1.5293e-05
9257,1.52777e-05
9258,1.52637e-05
9259,1.52467e-05
9260,1.5233e-05
9261,1.52154e-05
9262,1.5201e-05
9263,1.51827e-05
9264,1.51676e-05
9265,1.51486e-05
9266,1.51329e-05
9267,1.51132e-05
9268,1.50967e-05
9269,1.50763e-05
9270,1.50592e-05
9271,1.50381e-05
9272,1.50202e-05
9273,1.49984e-05
9274,1.49798e-05
9275,1.49573e-05
9276,1.4938e-05
9277,1.49148e-05
9278,1.48947e-05
9279,1.48707e-05
9280,1.48498e-05
9281,1.48251e-05
9282,1.48034e-05
9283,1.47779e-05
9284,1.47554e-05
9285,1.47291e-05
9286,1.47058e-05
9287,1.46785e-05
9288,1.46544e-05
9289,1.46263e-05
9290,1.46012e-05
9291,1.45722e-05
9292,1.45461e-05
9293,1.45161e-05
9294,1.44891e-05
9295,1.44581e-05
9296,1.44301e-05
9297,1.43993e-05
9298,1.43689e-05
9299,1.43398e-05
9300,1.43072e-05
9301,1.4278e-05
9302,1.42443e-05
9303,1.42138e-05
9304,1.4179e-05
9305,1.41473e-05
9306,1.41111e-05
9307,1.40782e-05
9308,1.40407e-05
9309,1.40064e-05
9310,1.39676e-05
9311,1.39319e-05
9312,1.38917e-05
9313,1.38546e-05
9314,1.38129e-05
9315,1.37743e-05
9316,1.37312e-05
9317,1.3691e-05
9318,1.36464e-05
9319,1.36047e-05
9320,1.35585e-05
9321,1.35152e-05
9322,1.34674e-05
9323,1.34225e-05
9324,1.33731e-05
9325,1.33266e-05
9326,1.32827e-05
9327,1.33029e-05
9328,1.33259e-05
9329,1.33467e-05
9330,1.3371e-05
9331,1.33927e-05
9332,1.34178e-05
9333,1.34404e-05
9334,1.34663e-05
9335,1.34897e-05
9336,1.35164e-05
9337,1.35406e-05
9338,1.35681e-05
9339,1.35929e-05
9340,1.36211e-05
9341,1.36467e-05
9342,1.36755e-05
9343,1.37016e-05
9344,1.3731e-05
9345,1.37577e-05
9346,1.37876e-05
9347,1.38148e-05
9348,1.38451e-05
9349,1.38726e-05
9350,1.39033e-05
9351,1.39312e-05
9352,1.39621e-05
9353,1.39901e-05
9354,1.40212e-05
9355,1.40494e-05
9356,1.40805e-05
9357,1.41102e-05
9358,1.41397e-05
9359,1.4173e-05
9360,1.42018e-05
9361,1.42356e-05
9362,1.42643e-05
9363,1.42979e-05
9364,1.43263e-05
9365,1.43595e-05
9366,1.43875e-05
9367,1.44202e-05
9368,1.44477e-05
9369,1.44798e-05
9370,1.45066e-05
9371,1.4538e-05
9372,1.45639e-05
9373,1.45944e-05
9374,1.46194e-05
9375,1.46489e-05
9376,1.46728e-05
9377,1.47011e-05
9378,1.47249e-05
9379,1.47523e-05
9380,1.47765e-05
9381,1.48026e-05
9382,1.48265e-05
9383,1.485e-05
9384,1.48745e-05
9385,1.48962e-05
9386,1.49193e-05
9387,1.49394e-05
9388,1.49607e-05
9389,1.4979e-05
9390,1.49985e-05
9391,1.5015e-05
9392,1.5033e-05
9393,1.50478e-05
9394,1.50668e-05
9395,1.50796e-05
9396,1.50966e-05
9397,1.51073e-05
9398,1.51221e-05
9399,1.51306e-05
9400,1.51432e-05
9401,1.51494e-05
9402,1.51597e-05
9403,1.51636e-05
9404,1.51716e-05
9405,1.51732e-05
9406,1.51787e-05
9407,1.51783e-05
9408,1.5181e-05
9409,1.51841e-05
9410,1.51848e-05
9411,1.51861e-05
9412,1.51844e-05
9413,1.51832e-05
9414,1.5179e-05
9415,1.51753e-05
9416,1.51686e-05
9417,1.51623e-05
9418,1.5153e-05
9419,1.51442e-05
9420,1.51324e-05
9421,1.5121e-05
9422,1.51065e-05
9423,1.50925e-05
9424,1.50755e-05
9425,1.50622e-05
9426,1.50427e-05
9427,1.50274e-05
9428,1.5007e-05
9429,1.49874e-05
9430,1.49679e-05
9431,1.49434e-05
9432,1.49236e-05
9433,1.48965e-05
9434,1.4874e-05
9435,1.48444e-05
9436,1.48193e-05
9437,1.47871e-05
9438,1.47594e-05
9439,1.47246e-05
9440,1.46944e-05
9441,1.4657e-05
9442,1.46243e-05
9443,1.45844e-05
9444,1.45491e-05
9445,1.45083e-05
9446,1.44697e-05
9447,1.44287e-05
9448,1.43878e-05
9449,1.4347e-05
9450,1.43044e-05
9451,1.42611e-05
9452,1.4216e-05
9453,1.41702e-05
9454,1.41227e-05
9455,1.40746e-05
9456,1.40248e-05
9457,1.39744e-05
9458,1.39222e-05
9459,1.38696e-05
9460,1.38152e-05
9461,1.37604e-05
9462,1.37039e-05
9463,1.36469e-05
9464,1.35884e-05
9465,1.35294e-05
9466,1.34703e-05
9467,1.34107e-05
9468,1.335e-05
9469,1.32885e-05
9470,1.3226e-05
9471,1.31627e-05
9472,1.30984e-05
9473,1.30334e-05
9474,1.29675e-05
9475,1.2901e-05
9476,1.28336e-05
9477,1.27657e-05
9478,1.26969e-05
9479,1.26277e-05
9480,1.25576e-05
9481,1.24872e-05
9482,1.24173e-05
9483,1.23447e-05
9484,1.22754e-05
9485,1.22038e-05
9486,1.21317e-05
9487,1.20616e-05
9488,1.19866e-05
9489,1.1918e-05
9490,1.18418e-05
9491,1.17732e-05
9492,1.16966e-05
9493,1.16276e-05
9494,1.15507e-05
9495,1.14814e-05
9496,1.14044e-05
9497,1.13351e-05
9498,1.12581e-05
9499,1.11889e-05
9500,1.11121e-05
9501,1.10432e-05
9502,1.09668e-05
9503,1.08983e-05
9504,1.08223e-05
9505,1.07545e-05
9506,1.06793e-05
9507,1.0612e-05
9508,1.05384e-05
9509,1.04713e-05
9510,1.0399e-05
9511,1.03325e-05
9512,1.02615e-05
9513,1.01959e-05
9514,1.01261e-05
9515,1.00618e-05
9516,1.00585e-05
9517,1.01158e-05
9518,1.01771e-05
9519,1.02325e-05
9520,1.02919e-05
9521,1.03465e-05
9522,1.04048e-05
9523,1.04577e-05
9524,1.05137e-05
9525,1.05643e-05
9526,1.0618e-05
9527,1.06661e-05
9528,1.07173e-05
9529,1.07629e-05
9530,1.08115e-05
9531,1.08552e-05
9532,1.09027e-05
9533,1.09436e-05
9534,1.09883e-05
9535,1.10266e-05
9536,1.10681e-05
9537,1.1105e-05
9538,1.11421e-05
9539,1.11773e-05
9540,1.12102e-05
9541,1.12435e-05
9542,1.12722e-05
9543,1.13044e-05
9544,1.13311e-05
9545,1.13603e-05
9546,1.13839e-05
9547,1.14101e-05
9548,1.14306e-05
9549,1.14537e-05
9550,1.14712e-05
9551,1.14913e-05
9552,1.15059e-05
9553,1.15231e-05
9554,1.15348e-05
9555,1.15491e-05
9556,1.1558e-05
9557,1.15696e-05
9558,1.15759e-05
9559,1.15851e-05
9560,1.1589e-05
9561,1.15968e-05
9562,1.15982e-05
9563,1.16036e-05
9564,1.16028e-05
9565,1.16059e-05
9566,1.16029e-05
9567,1.1604e-05
9568,1.1599e-05
9569,1.15981e-05
9570,1.15912e-05
9571,1.15886e-05
9572,1.15801e-05
9573,1.15759e-05
9574,1.15658e-05
9575,1.15601e-05
9576,1.15487e-05
9577,1.15418e-05
9578,1.15292e-05
9579,1.15212e-05
9580,1.15076e-05
9581,1.14986e-05
9582,1.14846e-05
9583,1.14752e-05
9584,1.14611e-05
9585,1.1451e-05
9586,1.14363e-05
9587,1.14257e-05
9588,1.14106e-05
9589,1.13997e-05
9590,1.13842e-05
9591,1.1373e-05
9592,1.13573e-05
9593,1.1346e-05
9594,1.13302e-05
9595,1.13187e-05
9596,1.13029e-05
9597,1.12915e-05
9598,1.12758e-05
9599,1.12644e-05
9600,1.12487e-05
9601,1.12375e-05
9602,1.1222e-05
9603,1.12123e-05
9604,1.11973e-05
9605,1.12183e-05
9606,1.12617e-05
9607,1.13022e-05
9608,1.13436e-05
9609,1.13877e-05
9610,1.14273e-05
9611,1.14747e-05
9612,1.15128e-05
9613,1.15633e-05
9614,1.15998e-05
9615,1.16531e-05
9616,1.16884e-05
9617,1.17442e-05
9618,1.17801e-05
9619,1.18367e-05
9620,1.18736e-05
9621,1.19299e-05
9622,1.19677e-05
9623,1.20235e-05
9624,1.20617e-05
9625,1.21171e-05
9626,1.21555e-05
9627,1.22107e-05
9628,1.22486e-05
9629,1.23038e-05
9630,1.2341e-05
9631,1.23963e-05
9632,1.24326e-05
9633,1.24877e-05
9634,1.25227e-05
9635,1.25781e-05
9636,1.26113e-05
9637,1.26674e-05
